partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
University of Alberta,Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",4.7,11.3k,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'agile', 'scrum', 'business analysis', 'strategy', 'supply chain', 'leadership', 'product management', 'collaboration', 'software engineering', 'supply chain and logistics', 'entrepreneurship', 'application development', 'design and product', 'planning', 'strategy and operations', 'agile software development', 'user experience', 'leadership and management', 'product design']"
"University of California, Irvine",Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",4.7,34.9k,Beginner , Specialization , 3 - 6 Months,False,"['deep learning', 'data visualization', 'project management', 'scrum', 'risk management', 'business analysis', 'strategy', 'leadership', 'negotiation', 'communication', 'problem solving', 'critical thinking', 'adaptability', 'decision making', 'business research', 'collaboration', 'customer relationship management', 'planning', 'business development', 'professional development', 'writing', 'benefits', 'conflict management', 'strategy and operations', 'business communication', 'user experience', 'leadership and management', 'people management', 'data visualization software']"
"University of Maryland, College Park","Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",4.5,470,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'strategy', 'marketing', 'finance', 'leadership', 'product management', 'market research', 'financial management', 'software engineering', 'software engineering tools', 'product marketing', 'entrepreneurship', 'market analysis', 'design and product', 'financial analysis', 'planning', 'entrepreneurial finance', 'budget management', 'product development', 'sales', 'strategy and operations', 'research and design', 'innovation', 'product strategy', 'investment management', 'leadership and management', 'product design', 'business psychology']"
IBM,Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",4.8,6.7k,Beginner , Course , 1 - 3 Months,False,"['data science', 'excel', 'data analysis', 'spreadsheet software']"
"University of California, Irvine",UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",4.7,276,Beginner , Professional Certificate , 3 - 6 Months,False,"['project management', 'strategy', 'leadership', 'planning', 'strategy and operations', 'leadership and management']"
Google Cloud,Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",4.7,1.3k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'cloud computing', 'data visualization', 'project management', 'business analysis', 'strategy', 'leadership', 'communication', 'problem solving', 'collaboration', 'google app engine', 'data management', 'other cloud platforms and tools', 'organizational development', 'design and product', 'planning', 'graphic design', 'data analysis', 'cloud applications', 'professional development', 'visual design', 'writing', 'databases', 'business communication', 'cloud platforms', 'google cloud platform', 'spreadsheet software', 'business process management', 'user experience', 'leadership and management', 'cloud storage']"
Stanford University,Organizational Analysis,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Decision Making"","" Business Psychology"","" Change Management"","" Culture"","" Business Analysis"","" People Analysis""}",4.6,1.4k,Beginner , Course , 1 - 3 Months,False,"['change management', 'business analysis', 'strategy', 'leadership', 'decision making', 'people analysis', 'organizational development', 'culture', 'strategy and operations', 'leadership and management', 'business psychology']"
Google,Google Data Analytics,"{"" Decision Making"","" Data Analysis"","" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Planning"","" Communication"","" Business Psychology"","" Entrepreneurship"","" Business Development"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Exploratory Data Analysis"","" Process Analysis"","" Data Visualization"","" Operational Analysis"","" Visualization (Computer Graphics)"","" Interactive Data Visualization"","" Spreadsheet Software"","" Databases"","" SQL""}",4.5,115,Beginner , Professional Certificate , 3 - 6 Months,False,"['sql', 'data visualization', 'business analysis', 'strategy', 'leadership', 'communication', 'problem solving', 'critical thinking', 'decision making', 'exploratory data analysis', 'entrepreneurship', 'process analysis', 'design and product', 'computer graphics', 'planning', 'data analysis', 'business development', 'databases', 'strategy and operations', 'business communication', 'interactive data visualization', 'spreadsheet software', 'operational analysis', 'leadership and management', 'business psychology']"
University of Michigan,Programming for Everybody (Getting Started with Python),"{"" Algorithms"","" Computational Logic"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Problem Solving"","" Programming Principles"","" Python Programming"","" Software Engineering"","" Theoretical Computer Science""}",4.8,224.9k,Beginner , Course , 1 - 3 Months,False,"['python', 'problem solving', 'critical thinking', 'algorithms', 'programming principles', 'theoretical computer science', 'software engineering', 'python programming', 'computer science', 'computational thinking', 'computer programming', 'computational logic']"
University of Illinois at Urbana-Champaign,Instructional Design Foundations and Applications,"{""(638 reviews)""}",4.0,638,Mixed , Course , 1 - 3 Months,False,[]
DeepLearning.AI,Generative AI for Everyone,{Course},,,Course,,,False,[]
DeepLearning.AI,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Algorithms"","" Computer Programming"","" Mathematics"","" Python Programming"","" Mathematical Theory & Analysis"","" Tensorflow"","" Human Learning""}",4.9,62.6k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'deep learning', 'neural networks', 'algorithms', 'machine learning algorithms', 'python programming', 'tensorflow', 'mathematical theory & analysis', 'artificial neural networks', 'human learning', 'mathematics', 'computer programming', 'applied machine learning']"
Google,Share Data Through the Art of Visualization,"{"" Business Communication"","" Data Analysis"","" Data Visualization"","" Data Visualization Software"","" Tableau Software""}",4.6,7.7k,Beginner , Course , 1 - 4 Weeks,False,"['tableau', 'data visualization', 'communication', 'tableau software', 'data analysis', 'business communication', 'data visualization software']"
DeepLearning.AI,AI for Medicine,"{"" Machine Learning"","" Machine Learning Algorithms"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Statistical Programming"","" Probability & Statistics"","" Natural Language Processing""}",4.7,2.2k,Intermediate , Specialization , 1 - 3 Months,False,"['python', 'machine learning', 'deep learning', 'neural networks', 'natural language processing', 'statistics', 'algorithms', 'machine learning algorithms', 'python programming', 'probability & statistics', 'artificial neural networks', 'statistical programming']"
Google,Foundations of Data Science,"{"" Communication"","" Data Analysis"","" Planning"","" Project Management""}",4.7,1.3k,Advanced , Course , 1 - 3 Months,False,"['project management', 'communication', 'planning', 'data analysis']"
Google,Sound the Alarm: Detection and Response,"{"" Linux"","" Network Security"","" Computer Security Incident Management"","" Leadership and Management""}",4.8,746,Beginner , Course , 1 - 4 Weeks,False,"['network security', 'linux', 'leadership', 'computer security', 'incident management', 'leadership and management']"
Microsoft,Microsoft Azure Fundamentals AZ-900 Exam Prep,"{"" Cloud Computing"","" Microsoft Azure"","" Cloud Management"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Network Security"","" Cloud Engineering"","" Cloud Standards"","" DevOps"","" Leadership and Management"","" System Security"","" Cloud Storage"","" Machine Learning"","" Software As A Service"","" Cloud-Based Integration"","" Software Security"","" Data Management"","" Network Architecture"","" Security Software"","" Account Management"","" Database Administration"","" Databases"","" Web Development Tools""}",4.6,2.4k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'network security', 'azure', 'cloud computing', 'machine learning', 'devops', 'leadership', 'network architecture', 'software security', 'microsoft azure', 'cloud-based integration', 'data management', 'cloud infrastructure', 'cloud management', 'cloud engineering', 'database administration', 'system security', 'cloud applications', 'web development tools', 'software as a service', 'cloud standards', 'security software', 'databases', 'cloud platforms', 'leadership and management', 'cloud storage', 'account management', 'web development']"
University of Colorado Boulder,Project Management,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" Product Management"","" Agile Software Development"","" People Management"","" Strategy"","" Scrum (Software Development)"","" Performance Management"","" Risk Management"","" Business Process Management"","" Business Communication"","" Decision Making"","" Organizational Development"","" Product Development"","" Data Analysis"","" Estimation"","" Budget Management""}",4.8,452,Beginner , Specialization , 1 - 3 Months,False,"['project management', 'agile', 'scrum', 'risk management', 'strategy', 'leadership', 'communication', 'product management', 'decision making', 'performance management', 'organizational development', 'planning', 'data analysis', 'budget management', 'product development', 'strategy and operations', 'agile software development', 'business communication', 'business process management', 'leadership and management', 'estimation', 'people management']"
Stanford University,Game Theory,"{"" Decision Making"","" Game Theory"","" General Statistics"","" Problem Solving"","" Critical Thinking"","" Mathematical Theory & Analysis""}",4.6,4.5k,Beginner , Course , 1 - 3 Months,False,"['statistics', 'problem solving', 'critical thinking', 'decision making', 'game theory', 'mathematical theory & analysis', 'general statistics']"
California Institute of the Arts,UI / UX Design,"{"" Design and Product"","" Front-End Web Development"","" Graphic Design"","" Interactive Design"","" Research and Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design"","" Strategy""}",4.7,7.2k,Beginner , Specialization , 3 - 6 Months,False,"['strategy', 'design and product', 'computer graphics', 'graphic design', 'front-end web development', 'visual design', 'web design', 'research and design', 'interactive design', 'user experience design', 'user experience', 'web development']"
IESE Business School,Foundations of Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Communication"","" Customer Analysis"","" Design and Product"","" Human Resources"","" Market Analysis"","" Marketing"","" Strategy and Operations"","" Finance"","" Financial Management"","" Leadership Development"","" Marketing Design"","" Product Marketing"","" Strategy"","" Employee Relations"","" Management Accounting"","" Market Research"","" People Development"","" People Management"","" Business Psychology"","" Collaboration"","" Culture"","" Financial Analysis""}",4.8,4.7k,Beginner , Specialization , 3 - 6 Months,False,"['strategy', 'marketing', 'finance', 'leadership', 'communication', 'market research', 'financial management', 'collaboration', 'product marketing', 'market analysis', 'management accounting', 'human resources', 'accounting', 'culture', 'design and product', 'financial analysis', 'people development', 'strategy and operations', 'employee relations', 'financial accounting', 'marketing design', 'leadership development', 'leadership and management', 'business psychology', 'customer analysis', 'people management']"
Intuit,Bookkeeping Basics,"{"" Accounting"","" General Accounting"","" Accounting Software"","" Finance""}",4.6,4k,Beginner , Course , 1 - 4 Weeks,False,"['finance', 'accounting software', 'accounting', 'general accounting']"
LearnQuest,Scrum Master Certification,"{"" Agile Software Development"","" Scrum (Software Development)"","" Project Management"","" Software Engineering"","" Continuous Delivery"","" Product Development"","" Continuous Integration"","" Leadership and Management"","" Product Management"","" Collaboration"","" DevOps"","" Software Testing"","" Product Lifecycle"","" Planning"","" Process Analysis"","" Software Engineering Tools"","" System Software"","" Business Communication"","" Devops Tools"","" Risk Management""}",4.7,2.5k,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'agile', 'scrum', 'risk management', 'devops', 'continuous integration', 'leadership', 'communication', 'continuous delivery', 'product management', 'collaboration', 'software engineering', 'software engineering tools', 'product lifecycle', 'system software', 'process analysis', 'planning', 'product development', 'agile software development', 'devops tools', 'business communication', 'leadership and management', 'software testing']"
University of Illinois at Urbana-Champaign,Financial Analysis - Skills for Success,"{"" Finance"","" Financial Accounting"","" Accounts Payable and Receivable"","" Accounting"","" General Accounting"","" Financial Analysis"","" Leadership and Management"","" Cost Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Business Analysis"","" Management Accounting"","" Risk Management"","" Data Analysis"","" Planning""}",4.7,160,Beginner , Specialization , 1 - 3 Months,False,"['risk management', 'business analysis', 'finance', 'leadership', 'management accounting', 'accounting', 'financial analysis', 'planning', 'general accounting', 'data analysis', 'cost accounting', 'financial accounting', 'accounts payable and receivable', 'leadership and management', 'account management']"
Google,From Likes to Leads: Interact with Customers Online,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Social Media"","" Advertising"","" Data Analysis"","" Strategy""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,"['social media', 'strategy', 'marketing', 'digital marketing', 'media strategy & planning', 'planning', 'data analysis', 'marketing management', 'advertising']"
Google Cloud,Google Professional Workspace Administrator,"{"" Leadership and Management"","" Account Management"","" Google Cloud Platform"","" Cloud Management"","" System Security"","" Cloud Applications"","" Cloud Platforms"","" Security Engineering"","" Operations Management"","" Software Security"","" Network Security"","" Cloud Computing"","" Data Management"","" Security Strategy"","" Cloud Infrastructure"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Change Management"","" Cloud-Based Integration"","" Database Administration"","" Collaboration"","" Software As A Service"","" Strategy and Operations"","" Computer Security Incident Management"","" Planning"","" Strategy"","" Security Software"","" Project Management"","" Mobile Security"","" Accounting""}",4.7,2.9k,Beginner , Professional Certificate , 1 - 4 Weeks,False,"['cloud', 'network security', 'cloud computing', 'project management', 'change management', 'strategy', 'operations management', 'leadership', 'computer security', 'incident management', 'software security', 'collaboration', 'security engineering', 'cloud-based integration', 'data management', 'other cloud platforms and tools', 'cloud infrastructure', 'cloud management', 'accounting', 'organizational development', 'security strategy', 'database administration', 'planning', 'system security', 'cloud applications', 'software as a service', 'security software', 'strategy and operations', 'cloud platforms', 'google cloud platform', 'mobile security', 'leadership and management', 'account management']"
Google,Data Analysis with R Programming,"{"" R Programming"","" Data Analysis"","" Computer Programming"","" SQL""}",4.8,8.7k,Beginner , Course , 1 - 3 Months,False,"['sql', 'r programming', 'data analysis', 'computer programming']"
Yale University,Connected Leadership,"{"" Leadership and Management"","" Change Management"","" People Management"","" Process Analysis""}",4.8,247,Beginner , Course , 1 - 3 Months,False,"['change management', 'leadership', 'process analysis', 'leadership and management', 'people management']"
Tableau Learning Partner,Tableau Business Intelligence Analyst,"{"" Business Analysis"","" Data Analysis"","" Data Architecture"","" Data Management"","" Interactive Data Visualization"","" Project Management"","" Tableau Software""}",4.8,97,Beginner , Professional Certificate , 3 - 6 Months,False,"['tableau', 'data visualization', 'project management', 'business analysis', 'data management', 'data architecture', 'tableau software', 'data analysis', 'interactive data visualization']"
IBM,Applied Data Science with R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Statistical Programming"","" Data Management"","" Data Visualization"","" Databases"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Analysis Software"","" Data Structures"","" Plot (Graphics)"","" Statistical Visualization"","" Basic Descriptive Statistics"","" Interactive Data Visualization"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" General Statistics"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Statistical Machine Learning"","" Visual Design"","" Data Science""}",4.5,803,Beginner , Specialization , 3 - 6 Months,False,"['sql', 'machine learning', 'data science', 'data visualization', 'r programming', 'statistics', 'data structures', 'programming principles', 'data analysis software', 'database application', 'exploratory data analysis', 'database theory', 'basic descriptive statistics', 'computer programming tools', 'data management', 'database administration', 'statistical analysis', 'regression', 'correlation and dependence', 'computer graphics', 'data analysis', 'visual design', 'computer programming', 'databases', 'database design', 'interactive data visualization', 'statistical machine learning', 'statistical visualization', 'general statistics', 'statistical programming']"
Stanford University,Stanford Introduction to Food and Health,"{""(30.2k reviews)""}",4.7,30.2k,Beginner , Course , 1 - 3 Months,False,[]
IBM,IBM DevOps and Software Engineering,"{""""}",,,,,,False,[]
Google,Google Project Management,"{"" Leadership and Management"","" Planning"","" Communication"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Development"","" Business Psychology"","" Collaboration"","" Decision Making"","" Design and Product"","" Data Analysis"","" Entrepreneurship"","" Business Communication"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Critical Thinking"","" Network Security"","" Data Analysis Software"","" Adaptability"","" Organizational Development"","" Project Management"","" Culture""}",4.6,149,Beginner , Professional Certificate , 3 - 6 Months,False,"['network security', 'project management', 'business analysis', 'strategy', 'leadership', 'communication', 'critical thinking', 'adaptability', 'emotional intelligence', 'c', 'decision making', 'data analysis software', 'collaboration', 'c++ programming', 'resilience', 'entrepreneurship', 'organizational development', 'culture', 'design and product', 'planning', 'data analysis', 'business development', 'strategy and operations', 'business communication', 'leadership and management', 'business psychology', 'people management']"
University of Virginia,Artificial Intelligence in Marketing,"{"" Digital Marketing"","" Marketing"","" Algorithms"","" Customer Relationship Management"","" Market Analysis"","" Strategy"","" Customer Success"","" Leadership and Management"","" Machine Learning Algorithms"","" Strategy and Operations""}",4.5,146,Beginner , Course , 1 - 4 Weeks,False,"['machine learning', 'strategy', 'marketing', 'leadership', 'algorithms', 'digital marketing', 'machine learning algorithms', 'market analysis', 'customer success', 'customer relationship management', 'strategy and operations', 'leadership and management']"
IBM,Introduction to Cloud Computing,"{"" Cloud Computing"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud""}",4.6,4.7k,Beginner , Course , 1 - 3 Months,False,"['cloud', 'cloud computing', 'ibm cloud', 'devops', 'cloud infrastructure', 'cloud applications', 'cloud platforms', 'cloud storage']"
Johns Hopkins University,Clinical Trials Operations,"{"" Leadership and Management"","" Data Management"","" Clinical Data Management"","" Communication"","" Data Analysis"","" Recruitment"","" Statistical Analysis""}",4.8,217,Beginner , Specialization , 3 - 6 Months,False,"['leadership', 'communication', 'data management', 'recruitment', 'statistical analysis', 'data analysis', 'clinical data management', 'leadership and management']"
"University of California, Irvine",Project Management Principles and Practices,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Collaboration"","" Communication"","" Conflict Management"","" Risk Management"","" Estimation"","" Planning""}",4.7,28.8k,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'risk management', 'strategy', 'leadership', 'communication', 'collaboration', 'planning', 'conflict management', 'strategy and operations', 'leadership and management', 'estimation']"
Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,5.6k,Mixed , Course , 1 - 3 Months,False,"['business analysis', 'strategy', 'marketing', 'leadership', 'communication', 'brand management', 'media strategy & planning', 'planning', 'product development', 'sales', 'leadership and management', 'product design', 'customer analysis', 'retail sales']"
Google,Soporte de Tecnologías de la Información de Google,"{"" Computer Networking"","" Communication"","" Computer Architecture"","" Operating Systems"","" Security Engineering"","" Network Security"","" Networking Hardware"","" Network Architecture"","" Human Computer Interaction"","" Software Security"","" System Software"","" Theoretical Computer Science"","" Security Software"","" Software-Defined Networking"","" Cloud Computing"","" Computational Logic"","" Data Management"","" Network Model"","" Customer Support"","" System Security"","" Cryptography"","" Problem Solving"","" Security Strategy"","" Adaptability"","" Linux""}",4.9,14.7k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'network security', 'linux', 'cloud computing', 'strategy', 'communication', 'problem solving', 'adaptability', 'networking', 'network architecture', 'networking hardware', 'computer networking', 'software security', 'cryptography', 'customer support', 'theoretical computer science', 'security engineering', 'software-defined networking', 'data management', 'computer architecture', 'system software', 'security strategy', 'human computer interaction', 'system security', 'computer science', 'security software', 'operating systems', 'computational logic', 'network model']"
Wesleyan University,Creative Writing,"{"" Creativity"","" Human Learning"","" Storytelling"","" Writing""}",4.6,5.8k,Beginner , Specialization , 3 - 6 Months,False,"['creativity', 'storytelling', 'human learning', 'writing']"
DeepLearning.AI,Introduction to Machine Learning in Production,"{"" Machine Learning"","" Applied Machine Learning"","" Leadership and Management""}",4.8,2.6k,Advanced , Course , 1 - 4 Weeks,False,"['machine learning', 'leadership', 'applied machine learning', 'leadership and management']"
Macquarie University,"Influencing: Storytelling, Change Management and Governance","{"" Leadership and Management"","" Communication"","" Business Psychology"","" Strategy and Operations"","" Change Management"","" Conflict Management"","" Influencing"","" Organizational Development"","" Risk Management"","" Marketing"","" Negotiation"","" Sales"","" Critical Thinking"","" Decision Making"","" Entrepreneurship"","" Human Resources"","" Probability & Statistics"","" Business Communication"","" Employee Relations"","" People Analysis"","" Tensorflow"","" Storytelling""}",4.8,3.6k,Beginner , Specialization , 3 - 6 Months,False,"['statistics', 'risk management', 'change management', 'strategy', 'marketing', 'leadership', 'negotiation', 'communication', 'critical thinking', 'decision making', 'storytelling', 'influencing', 'people analysis', 'probability & statistics', 'entrepreneurship', 'human resources', 'tensorflow', 'organizational development', 'conflict management', 'sales', 'strategy and operations', 'employee relations', 'business communication', 'leadership and management', 'business psychology']"
Google,Automate Cybersecurity Tasks with Python,"{"" Python Programming"","" Algorithms"","" Computer Programming""}",4.8,726,Beginner , Course , 1 - 4 Weeks,False,"['python', 'algorithms', 'python programming', 'computer programming']"
Google,IT Security: Defense against the digital dark arts,"{"" Cryptography"","" Network Security"","" System Security""}",4.8,21k,Beginner , Course , 1 - 3 Months,False,"['network security', 'cryptography', 'system security']"
Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,206,Mixed , Course , 1 - 4 Weeks,False,"['project management', 'business intelligence', 'strategy', 'operations management', 'leadership', 'communication', 'critical thinking', 'organizational development', 'planning', 'strategy and operations', 'business communication', 'leadership and management', 'people management']"
Google,Build Wireframes and Low-Fidelity Prototypes,"{"" Product Design"","" User Experience"","" User Research""}",4.9,7.6k,Beginner , Course , 1 - 4 Weeks,False,"['user research', 'user experience', 'product design']"
University of Illinois at Urbana-Champaign,Accelerated Computer Science Fundamentals,"{"" Computer Programming"","" C Programming Language Family"","" Data Structures"","" Algorithms"","" C++ Programming"","" Theoretical Computer Science"","" Programming Principles"","" Computational Thinking"","" Problem Solving"","" Computer Programming Tools"","" Critical Thinking"","" Computational Logic"","" Graph Theory""}",4.7,3.3k,Intermediate , Specialization , 1 - 3 Months,False,"['problem solving', 'critical thinking', 'data structures', 'algorithms', 'c', 'programming principles', 'theoretical computer science', 'graph theory', 'c++ programming', 'c programming language family', 'computer programming tools', 'computer science', 'computational thinking', 'computer programming', 'computational logic']"
"University of California, Irvine",Career Success,"{"" Leadership and Management"","" Professional Development"","" Strategy and Operations"","" Business Communication"","" Adaptability"","" Business Analysis"","" Communication"","" Decision Making"","" Project Management"","" People Management"","" Critical Thinking"","" Collaboration"","" Customer Relationship Management"","" Strategy"","" Planning"","" Business Development"","" Problem Solving"","" Accounting"","" Change Management"","" Conflict Management"","" Financial Accounting"","" Leadership Development"","" Entrepreneurship"","" People Development"","" Business Research"","" Cost Accounting"","" Deep Learning"","" Finance"","" Financial Management"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Negotiation"","" Financial Analysis"","" Writing"","" Benefits"","" Contract Management"","" Entrepreneurial Finance"","" Data Visualization Software"","" Marketing"","" Scrum (Software Development)"","" User Experience"","" Estimation""}",4.6,41.3k,Beginner , Specialization , 3 - 6 Months,False,"['deep learning', 'data visualization', 'project management', 'scrum', 'change management', 'business analysis', 'strategy', 'marketing', 'finance', 'leadership', 'negotiation', 'communication', 'problem solving', 'critical thinking', 'adaptability', 'decision making', 'financial management', 'business research', 'collaboration', 'entrepreneurship', 'accounting', 'customer relationship management', 'financial analysis', 'planning', 'general accounting', 'people development', 'business development', 'entrepreneurial finance', 'contract management', 'professional development', 'writing', 'benefits', 'conflict management', 'strategy and operations', 'business communication', 'cost accounting', 'financial accounting', 'user experience', 'leadership development', 'leadership and management', 'estimation', 'people management', 'data visualization software']"
University of Pennsylvania,AI Fundamentals for Non-Data Scientists,"{"" Machine Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Data Analysis"","" Deep Learning"","" Human Learning"","" Big Data""}",4.8,210,Mixed , Course , 1 - 4 Weeks,False,"['machine learning', 'deep learning', 'neural networks', 'big data', 'algorithms', 'machine learning algorithms', 'artificial neural networks', 'human learning', 'data analysis']"
University of Pennsylvania,Intellectual Property Law,"{"" Critical Thinking"","" Strategy"","" Innovation"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Design and Product""}",4.8,1.2k,Intermediate , Specialization , 3 - 6 Months,False,"['strategy', 'marketing', 'leadership', 'critical thinking', 'brand management', 'design and product', 'strategy and operations', 'innovation', 'leadership and management']"
University of Pennsylvania,Fundamentals of Quantitative Modeling,"{"" Business Analysis"","" Data Model"","" Finance"","" Forecasting"","" General Statistics"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Regression"","" Statistical Analysis"","" Linear Algebra""}",4.6,8.6k,Mixed , Course , 1 - 4 Weeks,False,"['statistics', 'business analysis', 'finance', 'forecasting', 'linear algebra', 'probability & statistics', 'mathematical theory & analysis', 'statistical analysis', 'regression', 'algebra', 'data model', 'general statistics']"
University of Amsterdam,Methods and Statistics in Social Sciences,"{"" Probability & Statistics"","" Statistical Tests"","" General Statistics"","" Statistical Analysis"","" Correlation And Dependence"","" Statistical Programming"","" Basic Descriptive Statistics"","" Research and Design"","" Data Analysis"","" Regression"","" Adaptability"","" Computational Thinking"","" Critical Thinking"","" People Analysis"","" Theoretical Computer Science"","" Writing"","" Probability Distribution"","" Problem Solving"","" R Programming"","" Experiment"","" Mathematical Theory & Analysis"","" Computer Programming""}",4.6,7.3k,Beginner , Specialization , 3 - 6 Months,False,"['r programming', 'statistics', 'problem solving', 'critical thinking', 'adaptability', 'theoretical computer science', 'basic descriptive statistics', 'people analysis', 'probability & statistics', 'probability distribution', 'mathematical theory & analysis', 'statistical analysis', 'regression', 'correlation and dependence', 'data analysis', 'statistical tests', 'computer science', 'computational thinking', 'writing', 'computer programming', 'research and design', 'experiment', 'general statistics', 'statistical programming']"
University of Virginia,Pricing Strategy Optimization,"{"" Marketing"","" Strategy"","" Strategy and Operations"","" Customer Analysis"","" Sales"","" Product Strategy"","" Business Analysis"","" Leadership and Management"","" Market Analysis"","" Product Marketing"","" Design and Product"","" Product Management"","" Entrepreneurship"","" Market Research"","" Accounting"","" Decision Making"","" Game Theory"","" B2B Sales"","" Cost Accounting"","" Data Analysis"","" Product Lifecycle"","" Marketing Management"","" Retail Sales""}",4.8,864,Beginner , Specialization , 3 - 6 Months,False,"['business analysis', 'strategy', 'marketing', 'leadership', 'product management', 'market research', 'decision making', 'product marketing', 'entrepreneurship', 'market analysis', 'game theory', 'product lifecycle', 'accounting', 'design and product', 'data analysis', 'b2b sales', 'marketing management', 'sales', 'strategy and operations', 'cost accounting', 'product strategy', 'leadership and management', 'customer analysis', 'retail sales']"
The Museum of Modern Art,Modern and Contemporary Art and Design,"{"" Design and Product"","" Critical Thinking"","" Creativity""}",4.8,14.1k,Beginner , Specialization , 3 - 6 Months,False,"['critical thinking', 'creativity', 'design and product']"
