partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
Google,Google Cybersecurity,"{"" Network Security"","" Python Programming"","" Linux"","" Cloud Computing"","" Algorithms"","" Audit"","" Computer Programming"","" Computer Security Incident Management"","" Cryptography"","" Databases"","" Leadership and Management"","" Network Architecture"","" Risk Management"","" SQL""}",4.8,16.4k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'network security', 'python', 'sql', 'linux', 'cloud computing', 'risk management', 'leadership', 'algorithms', 'network architecture', 'computer security', 'incident management', 'cryptography', 'python programming', 'computer programming', 'databases', 'audit', 'leadership and management']"
Google,Google Data Analytics,"{"" Data Analysis"","" R Programming"","" SQL"","" Business Communication"","" Spreadsheet Software"","" Business Analysis"","" Data Visualization"","" Data Management"","" General Statistics"","" Big Data"","" Communication"","" Computer Programming"","" Data Science"","" Data Visualization Software"","" Databases"","" Exploratory Data Analysis"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" Microsoft Excel"","" Problem Solving"","" Small Data"","" Statistical Programming"","" Tableau Software""}",4.8,133.4k,Beginner , Professional Certificate , 3 - 6 Months,True,"['sql', 'tableau', 'data science', 'big data', 'data visualization', 'r programming', 'statistics', 'business analysis', 'leadership', 'communication', 'problem solving', 'excel', 'exploratory data analysis', 'data management', 'tableau software', 'small data', 'data analysis', 'computer programming', 'databases', 'business communication', 'spreadsheet software', 'leadership and management', 'general statistics', 'statistical programming', 'data visualization software']"
Google,Google Project Management:,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Communication"","" Business Communication"","" Collaboration"","" Agile Software Development"","" Software Engineering"","" Entrepreneurship"","" Scrum (Software Development)"","" Planning"","" Supply Chain and Logistics"","" Change Management"","" Finance"","" Organizational Development"","" Product Management"","" Risk Management"","" Budget Management"","" Influencing"","" Culture"","" Emotional Intelligence"","" People Management"","" Problem Solving"","" Procurement""}",4.8,97.3k,Beginner , Professional Certificate , 3 - 6 Months,True,"['project management', 'agile', 'scrum', 'risk management', 'change management', 'strategy', 'finance', 'supply chain', 'leadership', 'communication', 'problem solving', 'emotional intelligence', 'product management', 'collaboration', 'software engineering', 'influencing', 'supply chain and logistics', 'entrepreneurship', 'organizational development', 'culture', 'planning', 'procurement', 'budget management', 'strategy and operations', 'agile software development', 'business communication', 'leadership and management', 'people management']"
Google,Google Digital Marketing & E-commerce,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Sales"","" E-Commerce"","" Data Analysis"","" Social Media"","" Search Engine Optimization"","" Advertising"","" Communication"","" Persona Research"","" Strategy"","" Web Design"","" Web Development"","" Web Development Tools"","" Writing"","" Data Management"","" Market Analysis""}",4.8,21.4k,Beginner , Professional Certificate , 3 - 6 Months,False,"['social media', 'strategy', 'marketing', 'communication', 'digital marketing', 'media strategy & planning', 'data management', 'search engine optimization', 'market analysis', 'planning', 'data analysis', 'web development tools', 'writing', 'web design', 'persona research', 'marketing management', 'sales', 'e-commerce', 'advertising', 'web development']"
Google,Google IT Support,"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Analysis"","" Computer Architecture"","" Critical Thinking"","" Problem Solving"","" Communication"","" Human Computer Interaction"","" Network Security"","" Linux"","" System Security"","" Cloud Computing"","" Computer Programming"","" Customer Support"","" Cryptography"","" Leadership and Management"","" Operating Systems""}",4.8,181.4k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'network security', 'linux', 'cloud computing', 'leadership', 'communication', 'problem solving', 'critical thinking', 'networking', 'network architecture', 'networking hardware', 'computer networking', 'cryptography', 'customer support', 'computer architecture', 'human computer interaction', 'system security', 'computer programming', 'network analysis', 'operating systems', 'leadership and management', 'network model']"
IBM,IBM Data Science,"{"" Python Programming"","" Data Science"","" Machine Learning"","" Data Analysis"","" Data Visualization"","" Algorithms"","" Human Learning"","" Statistical Programming"","" Decision Making"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Statistical Visualization"","" Computational Thinking"","" Computer Programming"","" Data Management"","" Data Mining"","" Database Design"","" Exploratory Data Analysis"","" Plot (Graphics)"","" Applied Machine Learning"","" Customer Analysis"","" R Programming"","" Data Model"","" Database Application"","" Database Theory"","" Databases"","" Deep Learning"","" SQL"","" General Statistics"","" Probability & Statistics"","" Regression"","" Reinforcement Learning"","" Big Data"","" Cloud Computing"","" IBM Cloud"","" Writing""}",4.6,118.9k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'python', 'sql', 'cloud computing', 'ibm cloud', 'machine learning', 'deep learning', 'reinforcement learning', 'data science', 'big data', 'data mining', 'data visualization', 'r programming', 'statistics', 'algorithms', 'decision making', 'machine learning algorithms', 'database application', 'exploratory data analysis', 'database theory', 'python programming', 'data management', 'probability & statistics', 'regression', 'human learning', 'data analysis', 'computational thinking', 'writing', 'computer programming', 'databases', 'database design', 'data model', 'statistical machine learning', 'applied machine learning', 'statistical visualization', 'general statistics', 'customer analysis', 'statistical programming']"
Google,Google UX Design,"{"" User Experience"","" User Experience Design"","" User Research"","" Audit"","" Collaboration"","" Human Computer Interaction"","" Planning"","" Product Design"","" Product Development"","" Social Media"","" Web Design"","" Web Development Tools""}",4.8,73.7k,Beginner , Professional Certificate , 3 - 6 Months,True,"['social media', 'user research', 'collaboration', 'planning', 'human computer interaction', 'web development tools', 'product development', 'web design', 'audit', 'user experience design', 'user experience', 'product design', 'web development']"
IBM,IBM Data Analyst,"{"" Python Programming"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Statistical Visualization"","" Plot (Graphics)"","" Statistical Programming"","" Databases"","" SQL"","" Data Management"","" Exploratory Data Analysis"","" Machine Learning"","" Business Analysis"","" Computational Thinking"","" Computer Programming"","" Database Application"","" Database Design"","" Database Theory"","" Data Mining"","" Data Science"","" General Statistics"","" NoSQL"","" R Programming"","" Cloud Computing"","" Data Visualization Software"","" IBM Cloud"","" Interactive Data Visualization"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression""}",4.6,71.5k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'python', 'sql', 'nosql', 'cloud computing', 'ibm cloud', 'machine learning', 'data science', 'data mining', 'data visualization', 'r programming', 'statistics', 'business analysis', 'algorithms', 'excel', 'machine learning algorithms', 'database application', 'exploratory data analysis', 'database theory', 'python programming', 'data management', 'probability & statistics', 'regression', 'data analysis', 'computational thinking', 'computer programming', 'databases', 'database design', 'interactive data visualization', 'spreadsheet software', 'statistical visualization', 'general statistics', 'statistical programming', 'data visualization software']"
Multiple educators,Machine Learning,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Algorithms"","" Deep Learning"","" Machine Learning Software"","" Artificial Neural Networks"","" Human Learning"","" Statistical Machine Learning"","" Python Programming"","" Regression"","" Mathematics"","" Tensorflow"","" Critical Thinking"","" Network Model"","" Reinforcement Learning""}",4.9,17.7k,Beginner , Specialization , 1 - 3 Months,False,"['python', 'machine learning', 'deep learning', 'neural networks', 'reinforcement learning', 'critical thinking', 'algorithms', 'machine learning algorithms', 'python programming', 'tensorflow', 'artificial neural networks', 'regression', 'human learning', 'mathematics', 'machine learning software', 'statistical machine learning', 'applied machine learning', 'network model']"
IBM,Introduction to Data Science,"{"" Data Science"","" Python Programming"","" Data Analysis"","" Data Management"","" R Programming"","" Computational Thinking"","" Computer Programming"","" Data Mining"","" Database Application"","" Database Design"","" Database Theory"","" Databases"","" SQL"","" Data Model"","" Machine Learning"","" Statistical Machine Learning"","" Big Data"","" Cloud Computing"","" Deep Learning"","" IBM Cloud"","" Regression"","" Writing""}",4.6,85k,Beginner , Specialization , 3 - 6 Months,True,"['cloud', 'python', 'sql', 'cloud computing', 'ibm cloud', 'machine learning', 'deep learning', 'data science', 'big data', 'data mining', 'r programming', 'database application', 'database theory', 'python programming', 'data management', 'regression', 'data analysis', 'computational thinking', 'writing', 'computer programming', 'databases', 'database design', 'data model', 'statistical machine learning']"
DeepLearning.AI,Generative AI for Everyone,"{"" Strategy"","" Writing""}",4.9,188,Beginner , Course , 1 - 4 Weeks,False,"['strategy', 'writing']"
IBM,IBM DevOps and Software Engineering,"{"" DevOps"","" Software Engineering"","" Cloud Computing"","" Computer Programming"","" Application Development"","" Python Programming"","" Software Architecture"","" Cloud Applications"","" Continuous Delivery"","" Continuous Integration"","" Software Engineering Tools"","" Agile Software Development"","" Programming Principles"","" Security Engineering"","" Software Testing"","" Cloud Infrastructure"","" Kubernetes"","" Cloud-Based Integration"","" Microarchitecture"","" Cloud Platforms"","" Communication"","" IBM Cloud"","" Scrum (Software Development)"","" Software Security"","" Cloud Storage"","" Docker (Software)"","" Linux"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,43.2k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'python', 'docker', 'kubernetes', 'linux', 'cloud computing', 'ibm cloud', 'agile', 'scrum', 'devops', 'continuous integration', 'leadership', 'communication', 'networking', 'continuous delivery', 'product management', 'programming principles', 'software security', 'software architecture', 'collaboration', 'security engineering', 'software engineering', 'cloud-based integration', 'software-defined networking', 'software engineering tools', 'python programming', 'cloud infrastructure', 'application development', 'mergers & acquisitions', 'data analysis', 'cloud applications', 'computer programming', 'agile software development', 'cloud platforms', 'microarchitecture', 'leadership and management', 'cloud storage', 'software testing']"
IBM,IBM Full Stack Software Developer,"{"" Cloud Computing"","" Python Programming"","" Cloud Applications"","" Computer Programming"","" IBM Cloud"","" Application Development"","" Cloud Infrastructure"","" DevOps"","" Web Development"","" Cloud Management"","" Cloud Platforms"","" Javascript"","" Software Architecture"","" Cloud API"","" Cloud Storage"","" Cloud-Based Integration"","" Full-Stack Web Development"","" Software Engineering"","" Continuous Delivery"","" Continuous Integration"","" Docker (Software)"","" Software As A Service"","" Web Development Tools"","" Microarchitecture"","" Django (Web Framework)"","" Database Application"","" Databases"","" Kubernetes"","" SQL"","" Software Engineering Tools"","" Data Management"","" NoSQL"","" Collaboration"","" Computer Science"","" Data Analysis"","" Leadership and Management"","" Mergers & Acquisitions"","" React (web framework)""}",4.6,41.2k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'javascript', 'react', 'python', 'sql', 'nosql', 'django', 'docker', 'kubernetes', 'cloud computing', 'ibm cloud', 'devops', 'continuous integration', 'leadership', 'continuous delivery', 'api', 'software architecture', 'collaboration', 'software engineering', 'database application', 'cloud-based integration', 'software engineering tools', 'python programming', 'data management', 'cloud infrastructure', 'cloud management', 'application development', 'mergers & acquisitions', 'cloud api', 'full-stack web development', 'data analysis', 'cloud applications', 'web development tools', 'software as a service', 'computer science', 'computer programming', 'databases', 'cloud platforms', 'microarchitecture', 'leadership and management', 'cloud storage', 'web development']"
IBM,Key Technologies for Business,"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Cloud Computing"","" Data Science"","" Data Analysis"","" Big Data"","" Data Mining"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud"","" Regression"","" Writing""}",4.7,81.5k,Beginner , Specialization , 1 - 3 Months,False,"['cloud', 'cloud computing', 'ibm cloud', 'machine learning', 'deep learning', 'neural networks', 'computer vision', 'data science', 'big data', 'data mining', 'devops', 'algorithms', 'machine learning algorithms', 'cloud infrastructure', 'artificial neural networks', 'regression', 'human learning', 'data analysis', 'cloud applications', 'writing', 'cloud platforms', 'machine learning software', 'applied machine learning', 'cloud storage']"
IBM,Data Science Fundamentals with Python and SQL,"{"" Python Programming"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Basic Descriptive Statistics"","" Statistical Analysis"","" Statistical Tests"","" Mathematical Theory & Analysis"","" Statistical Programming"","" Computer Programming"","" Data Science"","" Plot (Graphics)"","" R Programming"","" Computational Thinking"","" Data Management"","" Database Application"","" Database Design"","" Database Theory"","" Databases"","" SQL"","" Cloud Computing"","" IBM Cloud""}",4.6,59.2k,Beginner , Specialization , 3 - 6 Months,True,"['cloud', 'python', 'sql', 'cloud computing', 'ibm cloud', 'data science', 'r programming', 'statistics', 'database application', 'database theory', 'basic descriptive statistics', 'python programming', 'data management', 'probability & statistics', 'mathematical theory & analysis', 'statistical analysis', 'data analysis', 'statistical tests', 'computational thinking', 'computer programming', 'databases', 'database design', 'general statistics', 'statistical programming']"
University of Virginia Darden School Foundation,IBM & Darden Digital Strategy,"{"" Business Analysis"","" Business Transformation"","" Strategy"","" Cloud Computing"","" Data Analysis"","" Strategy and Operations"","" Applied Machine Learning"","" Entrepreneurship"","" Leadership and Management"","" Algorithms"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Innovation"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Marketing"","" Sales"","" Data Visualization"","" Research and Design"","" Business Design"","" Business Development"","" Customer Analysis"","" Product Strategy"","" Market Analysis"","" Data Management"","" Data Mining"","" Databases"","" Python Programming"","" SQL"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" Data Science"","" DevOps"","" IBM Cloud"","" NoSQL"","" R Programming"","" Microsoft Excel""}",4.7,29.7k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'python', 'sql', 'nosql', 'cloud computing', 'ibm cloud', 'machine learning', 'deep learning', 'neural networks', 'computer vision', 'data science', 'data mining', 'data visualization', 'r programming', 'devops', 'business analysis', 'strategy', 'marketing', 'leadership', 'algorithms', 'excel', 'machine learning algorithms', 'python programming', 'data management', 'cloud infrastructure', 'entrepreneurship', 'market analysis', 'business design', 'artificial neural networks', 'human learning', 'data analysis', 'business development', 'cloud applications', 'sales', 'databases', 'strategy and operations', 'business transformation', 'research and design', 'cloud platforms', 'innovation', 'product strategy', 'machine learning software', 'applied machine learning', 'leadership and management', 'cloud storage', 'customer analysis']"
IBM,IBM Data Engineering,"{"" Data Management"","" Databases"","" Database Administration"","" Extract"","" Transform"","" Load"","" Big Data"","" SQL"","" Python Programming"","" Apache"","" Database Design"","" Distributed Computing Architecture"","" Data Architecture"","" Database Application"","" NoSQL"","" Data Structures"","" Data Model"","" Data Warehousing"","" Cloud Computing"","" Database Theory"","" Data Engineering"","" Data Visualization"","" Computer Programming"","" Cloud Storage"","" IBM Cloud"","" Data Mining"","" Machine Learning"","" Cloud Applications"","" Data Analysis"","" Leadership and Management"","" Kubernetes"","" Software Architecture"","" PostgreSQL"","" Computational Thinking"","" Business Intelligence"","" Data Visualization Software"","" Linux"","" Network Security"","" Statistical Programming"","" Data Science""}",4.6,46.2k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'network security', 'python', 'sql', 'nosql', 'kubernetes', 'postgresql', 'linux', 'cloud computing', 'ibm cloud', 'machine learning', 'data science', 'big data', 'data mining', 'data visualization', 'business intelligence', 'leadership', 'data structures', 'data engineering', 'data warehousing', 'software architecture', 'database application', 'database theory', 'python programming', 'data management', 'apache', 'data architecture', 'database administration', 'data analysis', 'cloud applications', 'computational thinking', 'computer programming', 'databases', 'database design', 'data model', 'leadership and management', 'distributed computing architecture', 'cloud storage', 'statistical programming', 'data visualization software']"
IBM,IBM Data Analytics with Excel and R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Data Visualization"","" Data Management"","" Statistical Programming"","" Databases"","" Plot (Graphics)"","" Exploratory Data Analysis"","" Statistical Visualization"","" Data Analysis Software"","" Data Structures"","" Statistical Analysis"","" Microsoft Excel"","" SQL"","" Basic Descriptive Statistics"","" General Statistics"","" Interactive Data Visualization"","" Database Application"","" Extract"","" Transform"","" Load"","" Spreadsheet Software"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Data Mining"","" Data Visualization Software"","" Statistical Machine Learning"","" Visual Design"","" Business Analysis"","" Python Programming"","" Data Science"","" NoSQL""}",4.7,19.9k,Beginner , Professional Certificate , 3 - 6 Months,True,"['python', 'sql', 'nosql', 'machine learning', 'data science', 'data mining', 'data visualization', 'r programming', 'statistics', 'business analysis', 'data structures', 'programming principles', 'excel', 'data analysis software', 'database application', 'exploratory data analysis', 'database theory', 'basic descriptive statistics', 'computer programming tools', 'python programming', 'data management', 'database administration', 'statistical analysis', 'regression', 'correlation and dependence', 'computer graphics', 'data analysis', 'visual design', 'computer programming', 'databases', 'database design', 'interactive data visualization', 'spreadsheet software', 'statistical machine learning', 'statistical visualization', 'general statistics', 'statistical programming', 'data visualization software']"
IBM,Data Analysis and Visualization Foundations,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Visualization"","" Data Analysis"","" Plot (Graphics)"","" Databases"","" Python Programming"","" SQL"","" Statistical Visualization"","" Business Analysis"","" Data Management"","" Data Mining"","" Data Science"","" Interactive Data Visualization"","" NoSQL"","" R Programming"","" Data Visualization Software""}",4.7,19.3k,Beginner , Specialization , 3 - 6 Months,True,"['python', 'sql', 'nosql', 'data science', 'data mining', 'data visualization', 'r programming', 'business analysis', 'excel', 'python programming', 'data management', 'data analysis', 'databases', 'interactive data visualization', 'spreadsheet software', 'statistical visualization', 'data visualization software']"
DeepLearning.AI,Deep Learning,"{"" Machine Learning"","" Deep Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Python Programming"","" Machine Learning Software"","" Network Model"","" Algorithms"","" Computer Programming"","" Computer Vision"","" Network Architecture"","" Natural Language Processing"","" Tensorflow"","" Human Learning"","" Data Analysis"","" Exploratory Data Analysis"","" Organizational Development"","" Strategy"","" Mathematics"","" Mathematical Theory & Analysis"","" Linear Algebra"","" Regression"","" Calculus""}",4.8,141.5k,Intermediate , Specialization , 3 - 6 Months,True,"['python', 'machine learning', 'deep learning', 'neural networks', 'natural language processing', 'computer vision', 'strategy', 'algorithms', 'network architecture', 'machine learning algorithms', 'exploratory data analysis', 'linear algebra', 'python programming', 'tensorflow', 'organizational development', 'mathematical theory & analysis', 'artificial neural networks', 'regression', 'human learning', 'data analysis', 'mathematics', 'algebra', 'computer programming', 'machine learning software', 'calculus', 'applied machine learning', 'network model']"
IBM,IBM AI Foundations for Business,"{"" Machine Learning"","" Data Analysis"","" Applied Machine Learning"","" Data Management"","" Leadership and Management"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Business Process Management"","" Computer Vision"","" Data Architecture"","" Deep Learning"","" Human Learning"","" Machine Learning Software"","" Data Science"","" Strategy and Operations"","" Business Transformation"","" Cloud Computing"","" Strategy"","" Big Data"","" Data Mining"","" Innovation"","" Regression"","" Writing""}",4.7,77.2k,Beginner , Specialization , 1 - 3 Months,False,"['cloud', 'cloud computing', 'machine learning', 'deep learning', 'neural networks', 'computer vision', 'data science', 'big data', 'data mining', 'strategy', 'leadership', 'algorithms', 'machine learning algorithms', 'data management', 'data architecture', 'artificial neural networks', 'regression', 'human learning', 'data analysis', 'writing', 'strategy and operations', 'business transformation', 'innovation', 'machine learning software', 'business process management', 'applied machine learning', 'leadership and management']"
IBM,Data Engineering Foundations,"{"" Data Management"","" Python Programming"","" Databases"","" Data Structures"","" Data Engineering"","" Database Application"","" SQL"","" Database Administration"","" Database Design"","" Extract"","" Transform"","" Load"","" Computer Programming"","" Data Architecture"","" Database Theory"","" Data Mining"","" Data Model"","" Data Analysis"","" Leadership and Management"","" Computational Thinking"","" Data Warehousing"","" PostgreSQL"","" Big Data"","" IBM Cloud"","" Network Security"","" NoSQL"","" Cloud Computing"","" Data Science""}",4.6,45.1k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'network security', 'python', 'sql', 'nosql', 'postgresql', 'cloud computing', 'ibm cloud', 'data science', 'big data', 'data mining', 'leadership', 'data structures', 'data engineering', 'data warehousing', 'database application', 'database theory', 'python programming', 'data management', 'data architecture', 'database administration', 'data analysis', 'computational thinking', 'computer programming', 'databases', 'database design', 'data model', 'leadership and management']"
IBM,IBM Back-End Development,"{"" Application Development"","" Software Engineering"","" Python Programming"","" Computer Programming"","" Software Architecture"","" DevOps"","" Software Engineering Tools"","" Cloud Applications"","" Cloud Computing"","" Security Engineering"","" Programming Principles"","" Web Development"","" Cloud Infrastructure"","" Cloud-Based Integration"","" Microarchitecture"","" Agile Software Development"","" Communication"","" IBM Cloud"","" Kubernetes"","" Software Security"","" Data Management"","" Database Application"","" Databases"","" Docker (Software)"","" Linux"","" Product Management"","" SQL"","" Software-Defined Networking"","" Collaboration"","" Django (Web Framework)"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36.7k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'python', 'sql', 'django', 'docker', 'kubernetes', 'linux', 'cloud computing', 'ibm cloud', 'agile', 'devops', 'leadership', 'communication', 'networking', 'product management', 'programming principles', 'software security', 'software architecture', 'collaboration', 'security engineering', 'software engineering', 'database application', 'cloud-based integration', 'software-defined networking', 'software engineering tools', 'python programming', 'data management', 'cloud infrastructure', 'application development', 'mergers & acquisitions', 'data analysis', 'cloud applications', 'computer programming', 'databases', 'agile software development', 'microarchitecture', 'leadership and management', 'web development']"
IBM,Applied Data Science,"{"" Python Programming"","" Data Visualization"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Statistical Visualization"","" Plot (Graphics)"","" Algorithms"","" Computer Programming"","" Data Science"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression""}",4.6,48.5k,Beginner , Specialization , 3 - 6 Months,True,"['python', 'machine learning', 'data science', 'data visualization', 'statistics', 'algorithms', 'machine learning algorithms', 'exploratory data analysis', 'python programming', 'probability & statistics', 'regression', 'data analysis', 'computer programming', 'statistical visualization', 'general statistics', 'statistical programming']"
IBM,IBM Applied AI,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Python Programming"","" Cloud Computing"","" Computer Vision"","" Human Learning"","" IBM Cloud"","" Applied Machine Learning"","" Algorithms"","" Cloud API"","" Machine Learning Software"","" Natural Language Processing"","" Human Computer Interaction"","" Computer Programming"","" Cloud Applications"","" Computer Programming Tools"","" Application Development"","" Visualization (Computer Graphics)"","" Data Analysis"","" Software As A Service"","" User Experience Design"","" Data Science""}",4.6,46.2k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'python', 'cloud computing', 'ibm cloud', 'machine learning', 'deep learning', 'neural networks', 'natural language processing', 'computer vision', 'data science', 'algorithms', 'api', 'machine learning algorithms', 'computer programming tools', 'python programming', 'application development', 'artificial neural networks', 'cloud api', 'computer graphics', 'human learning', 'human computer interaction', 'data analysis', 'cloud applications', 'software as a service', 'computer programming', 'machine learning software', 'user experience design', 'applied machine learning', 'user experience']"
Macquarie University,Excel Skills for Business,"{"" Spreadsheet Software"","" Business Analysis"","" Microsoft Excel"","" Data Analysis"","" Plot (Graphics)"","" Data Visualization"","" Data Model"","" Databases"","" Finance"","" Leadership and Management""}",4.9,59k,Beginner , Specialization , 3 - 6 Months,False,"['data visualization', 'business analysis', 'finance', 'leadership', 'excel', 'data analysis', 'databases', 'data model', 'spreadsheet software', 'leadership and management']"
IBM,Applied Software Engineering Fundamentals,"{"" Python Programming"","" Computer Programming"","" Software Engineering"","" Application Development"","" Programming Principles"","" Software Architecture"","" Software Engineering Tools"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Leadership and Management"","" Linux"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36k,Beginner , Specialization , 3 - 6 Months,False,"['python', 'linux', 'agile', 'leadership', 'communication', 'networking', 'product management', 'programming principles', 'software architecture', 'collaboration', 'software engineering', 'software-defined networking', 'software engineering tools', 'python programming', 'application development', 'mergers & acquisitions', 'data analysis', 'computer programming', 'agile software development', 'leadership and management']"
DeepLearning.AI,Generative AI with Large Language Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming""}",4.8,1.3k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'natural language processing', 'python programming']"
Google,Google Advanced Data Analytics,"{"" Communication"","" Computer Programming"","" Data Analysis"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning"","" Planning"","" Probability Distribution"","" Project Management"","" Python Programming"","" Regression"","" Statistical Analysis"","" Tableau Software""}",4.7,2.2k,Advanced , Professional Certificate , 3 - 6 Months,False,"['python', 'tableau', 'machine learning', 'statistics', 'project management', 'communication', 'exploratory data analysis', 'python programming', 'probability distribution', 'tableau software', 'statistical analysis', 'regression', 'planning', 'data analysis', 'computer programming', 'general statistics']"
IBM,"DevOps, Cloud, and Agile Foundations","{"" DevOps"","" Cloud Computing"","" Software Engineering"","" Agile Software Development"","" Continuous Delivery"","" Continuous Integration"","" Scrum (Software Development)"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" IBM Cloud"","" Leadership and Management""}",4.7,7.7k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'cloud computing', 'ibm cloud', 'agile', 'scrum', 'devops', 'continuous integration', 'leadership', 'continuous delivery', 'software engineering', 'cloud infrastructure', 'cloud applications', 'agile software development', 'cloud platforms', 'leadership and management', 'cloud storage']"
Meta,Meta Front-End Developer,"{"" HTML and CSS"","" Javascript"","" Front-End Web Development"","" React (web framework)"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Web Design"","" Application Development"","" Computer Programming"","" Software Engineering"","" Web Development Tools"","" Collaboration"","" Communication"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" Software Engineering Tools"","" Software Testing""}",4.7,14.7k,Beginner , Professional Certificate , 3 - 6 Months,False,"['html', 'css', 'javascript', 'react', 'linux', 'communication', 'problem solving', 'data structures', 'algorithms', 'collaboration', 'software engineering', 'software engineering tools', 'html and css', 'application development', 'human computer interaction', 'web development tools', 'front-end web development', 'computer science', 'web design', 'computer programming', 'interactive design', 'user experience', 'product design', 'software testing', 'web development']"
IBM,Cloud Application Development Foundations,"{"" Cloud Computing"","" Cloud Applications"","" IBM Cloud"","" Javascript"","" Cloud Infrastructure"","" Cloud Platforms"","" DevOps"","" Cloud Management"","" Computer Programming"","" Web Development"","" Cloud API"","" Continuous Integration"","" Cloud Storage"","" Software As A Service"","" Continuous Delivery"","" Web Development Tools"","" NoSQL"","" Computer Science"","" React (web framework)""}",4.6,6.1k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'javascript', 'react', 'nosql', 'cloud computing', 'ibm cloud', 'devops', 'continuous integration', 'continuous delivery', 'api', 'cloud infrastructure', 'cloud management', 'cloud api', 'cloud applications', 'web development tools', 'software as a service', 'computer science', 'computer programming', 'cloud platforms', 'cloud storage', 'web development']"
Google,Foundations of Project Management,"{"" Project Management"","" Strategy and Operations"","" Business Communication"","" Change Management"","" Organizational Development"","" Communication"","" Culture"","" Emotional Intelligence"","" Influencing"","" Leadership and Management"","" People Management"","" Planning""}",4.9,73.7k,Beginner , Course , 1 - 4 Weeks,False,"['project management', 'change management', 'strategy', 'leadership', 'communication', 'emotional intelligence', 'influencing', 'organizational development', 'culture', 'planning', 'strategy and operations', 'business communication', 'leadership and management', 'people management']"
Google,Foundations of Cybersecurity,"{"" Linux"","" Computer Programming"","" Leadership and Management"","" SQL""}",4.9,11.8k,Beginner , Course , 1 - 4 Weeks,False,"['sql', 'linux', 'leadership', 'computer programming', 'leadership and management']"
